DEPARTAMENTO,PROVINCIA,ANIO,MES,ALLSKY_SFC_SW_DWN,PRECTOTCORR,QV2M,RH2M,T2M,T2M_MAX,T2M_MIN,WS2M
ANCASH,CASMA,2022,4,18.17,0.05,10.22,61.21,20.69,29.39,14.73,2.34
ANCASH,CASMA,2022,5,18.49,0.23,8.7,54.22,20.28,29.21,13.4,2.28
ANCASH,CASMA,2022,6,15.88,0.0,8.1,56.23,18.5,27.86,11.99,2.22
ANCASH,CASMA,2022,7,14.32,0.02,7.99,52.95,19.43,29.51,12.76,2.37
ANCASH,CASMA,2022,8,14.53,0.02,7.9,51.6,19.62,28.82,12.88,2.64
ANCASH,CASMA,2022,9,15.97,0.04,7.78,49.58,20.02,30.11,13.65,2.73
ANCASH,CASMA,2022,10,20.42,0.01,7.55,48.82,19.69,29.16,11.12,2.77
ANCASH,CASMA,2022,11,21.22,0.01,9.08,57.23,20.02,29.19,12.47,2.6
ANCASH,CASMA,2022,12,22.56,0.09,10.98,69.59,19.66,28.72,13.02,2.4
ANCASH,CASMA,2023,1,21.72,0.06,11.3,70.56,19.84,26.55,14.52,2.2
ANCASH,CASMA,2023,2,20.95,0.09,12.36,70.6,21.28,28.52,16.08,2.32
ANCASH,CASMA,2023,3,21.05,1.73,13.12,76.54,20.88,29.69,15.95,2.02
ANCASH,CASMA,2023,4,19.86,0.03,13.97,80.55,21.02,28.58,15.94,2.24
ANCASH,CASMA,2023,5,16.56,0.01,11.92,68.78,21.43,30.16,14.74,2.29
ANCASH,CASMA,2023,6,15.41,0.02,10.67,64.71,20.7,30.43,14.48,2.26
ANCASH,CASMA,2023,7,14.17,0.0,10.59,64.06,20.88,30.92,14.22,2.36
ANCASH,CASMA,2023,8,16.21,0.02,10.31,60.84,21.19,31.19,14.65,2.49
ANCASH,CASMA,2023,9,20.47,0.01,10.2,57.12,21.9,31.44,15.61,2.6
ANCASH,CASMA,2023,10,20.82,0.03,10.75,61.74,21.41,30.77,15.13,2.71
ANCASH,CASMA,2023,11,21.63,0.03,10.44,60.67,21.19,29.89,14.53,2.62
ANCASH,CASMA,2023,12,22.7,0.26,11.75,66.37,21.64,31.15,15.64,2.56
ANCASH,CASMA,2024,1,22.83,0.14,13.24,72.18,22.08,30.73,16.71,2.56
ANCASH,CASMA,2024,2,22.9,0.03,13.72,73.13,22.43,30.95,16.72,2.52
ANCASH,CASMA,2024,3,22.1,0.39,12.77,67.5,22.56,31.06,17.28,2.26
ANCASH,CASMA,2024,4,19.79,0.06,11.92,67.43,21.6,29.4,15.51,2.36
ANCASH,CASMA,2024,5,14.57,0.18,10.06,58.32,21.36,30.48,15.52,2.33
ANCASH,CASMA,2024,6,13.71,0.02,8.84,55.05,20.37,30.06,14.41,2.27
ANCASH,CASMA,2024,7,12.89,0.03,8.11,49.68,20.75,31.33,12.9,2.35
ANCASH,CASMA,2024,8,13.52,0.01,8.14,49.57,20.76,30.56,13.35,2.47
ANCASH,CASMA,2024,9,13.9,0.28,8.79,50.06,21.76,32.89,14.85,2.57
ANCASH,CASMA,2024,10,19.48,0.5,9.35,53.85,21.48,31.33,14.28,2.52
ANCASH,CASMA,2024,11,21.31,1.95,10.82,69.48,19.39,27.39,12.97,2.32
ANCASH,CASMA,2024,12,22.69,2.74,12.2,76.66,19.67,28.97,14.68,2.23
ANCASH,CASMA,2025,1,22.99,1.97,12.67,78.69,19.81,28.35,14.77,2.08
ANCASH,CASMA,2025,2,21.9,5.37,13.56,81.72,20.18,26.06,16.59,1.84
ANCASH,CASMA,2025,3,21.15,3.61,13.37,78.92,20.55,27.48,16.41,1.84
ANCASH,CASMA,2025,4,20.63,3.11,12.85,78.95,19.95,27.68,15.05,1.87
ANCASH,CASMA,2025,5,15.53,2.38,11.85,74.08,19.84,29.16,14.65,1.91
ANCASH,CASMA,2025,6,11.95,2.72,11.21,73.54,19.12,27.93,13.2,1.92
ANCASH,CASMA,2025,7,14.21,0.01,9.65,62.78,19.62,29.13,12.6,2.05
ANCASH,CASMA,2025,8,15.34,0.01,9.4,60.23,19.95,30.57,13.86,2.33
ANCASH,CASMA,2025,9,18.02,0.68,9.5,56.11,21.21,31.12,14.74,2.56
ANCASH,CASMA,2025,10,21.46,2.57,10.58,65.86,20.12,30.07,14.02,2.32
ANCASH,CASMA,2025,11,23.66,0.87,10.47,66.08,19.91,28.59,13.59,2.39
ANCASH,CASMA,2025,12,23.66,0.02,9.94,64.42,19.53,28.06,13.43,2.43
ANCASH,HUARMEY,2021,1,24.23,0.31,12.86,74.82,22.3,28.29,17.5,2.19
ANCASH,HUARMEY,2021,2,24.82,0.01,12.88,70.36,23.43,30.57,18.37,2.1
ANCASH,HUARMEY,2021,3,23.96,0.19,13.28,71.25,23.68,29.58,19.4,2.17
ANCASH,HUARMEY,2021,4,19.81,0.07,12.04,73.96,21.4,27.3,16.11,3.01
ANCASH,HUARMEY,2021,5,13.86,0.0,11.04,71.72,20.61,26.47,15.95,3.09
ANCASH,HUARMEY,2021,6,10.43,0.03,10.99,73.45,20.19,26.6,15.56,3.09
ANCASH,HUARMEY,2021,7,10.03,0.0,10.41,70.82,19.9,25.89,15.55,3.22
ANCASH,HUARMEY,2021,8,11.31,0.02,9.96,68.64,19.71,25.61,14.78,3.5
ANCASH,HUARMEY,2021,9,12.68,0.0,9.73,68.67,19.24,24.47,14.45,3.67
ANCASH,HUARMEY,2021,10,17.69,0.01,9.83,68.68,19.42,26.46,14.18,3.66
ANCASH,HUARMEY,2021,11,19.53,0.06,10.57,72.58,19.74,25.97,14.84,3.15
ANCASH,HUARMEY,2021,12,23.53,0.08,11.38,73.25,20.73,27.46,16.09,2.99
ANCASH,HUARMEY,2022,1,24.36,0.07,12.83,76.61,21.91,28.83,18.09,3.01
ANCASH,HUARMEY,2022,2,22.77,0.1,12.74,75.72,21.95,28.22,17.8,2.94
ANCASH,HUARMEY,2022,3,22.51,0.08,12.63,71.25,22.81,29.12,17.95,2.59
ANCASH,HUARMEY,2022,4,18.04,0.01,11.46,73.66,20.64,26.97,16.18,3.07
ANCASH,HUARMEY,2022,5,17.65,0.22,10.08,67.78,20.03,26.64,13.77,2.83
ANCASH,HUARMEY,2022,6,14.42,0.0,9.57,70.59,18.56,24.12,13.38,2.95
ANCASH,HUARMEY,2022,7,11.83,0.01,9.51,68.91,18.86,24.64,13.57,3.18
ANCASH,HUARMEY,2022,8,10.68,0.01,9.42,67.53,19.05,24.87,13.83,3.37
ANCASH,HUARMEY,2022,9,13.37,0.01,9.08,64.81,19.19,28.13,14.18,3.64
ANCASH,HUARMEY,2022,10,17.64,0.0,8.98,64.89,18.97,25.17,12.34,3.45
ANCASH,HUARMEY,2022,11,19.24,0.0,10.46,71.84,19.74,25.9,13.81,3.03
ANCASH,HUARMEY,2022,12,23.84,0.06,12.24,77.19,20.99,27.3,16.32,2.95
ANCASH,HUARMEY,2023,1,23.14,0.04,12.38,73.41,21.99,27.85,17.21,2.43
ANCASH,HUARMEY,2023,2,22.87,0.04,13.87,73.71,23.76,29.77,19.52,2.64
ANCASH,HUARMEY,2023,3,23.12,1.72,14.72,74.64,24.55,29.71,20.3,2.39
ANCASH,HUARMEY,2023,4,21.52,0.01,15.69,78.6,24.72,31.04,20.82,3.26
ANCASH,HUARMEY,2023,5,15.07,0.0,13.85,75.98,23.35,29.32,18.81,3.32
ANCASH,HUARMEY,2023,6,14.1,0.01,12.9,75.72,22.26,27.63,17.58,3.06
ANCASH,HUARMEY,2023,7,12.81,0.0,12.67,74.93,22.14,27.49,17.31,3.4
ANCASH,HUARMEY,2023,8,14.54,0.01,12.19,73.09,21.97,28.42,16.92,3.31
ANCASH,HUARMEY,2023,9,17.57,0.0,11.66,71.16,21.61,28.16,16.79,3.34
ANCASH,HUARMEY,2023,10,17.46,0.03,11.8,74.25,21.02,27.03,16.67,3.55
ANCASH,HUARMEY,2023,11,19.83,0.03,11.84,73.07,21.4,27.62,16.75,3.42
ANCASH,HUARMEY,2023,12,21.6,0.18,13.08,75.87,22.34,28.59,18.16,3.25
ANCASH,HUARMEY,2024,1,22.99,0.14,14.96,78.5,23.94,30.11,19.49,3.24
ANCASH,HUARMEY,2024,2,24.33,0.02,15.53,76.85,24.93,30.85,21.09,2.98
ANCASH,HUARMEY,2024,3,23.15,0.39,14.33,73.79,24.26,29.4,20.4,2.81
ANCASH,HUARMEY,2024,4,20.72,0.06,13.07,74.77,22.54,28.65,18.3,3.02
ANCASH,HUARMEY,2024,5,12.09,0.12,11.34,70.91,21.13,26.66,16.57,3.21
ANCASH,HUARMEY,2024,6,10.44,0.01,10.46,69.56,20.26,27.77,15.14,2.98
ANCASH,HUARMEY,2024,7,9.22,0.01,10.02,65.83,20.41,26.22,15.23,3.17
ANCASH,HUARMEY,2024,8,11.1,0.01,9.81,65.72,20.16,27.64,14.95,3.31
ANCASH,HUARMEY,2024,9,11.19,0.27,10.14,66.45,20.42,27.9,15.25,3.2
ANCASH,HUARMEY,2024,10,17.65,0.49,10.53,67.51,20.81,29.1,15.69,2.97
ANCASH,HUARMEY,2024,11,19.83,1.94,11.78,76.97,20.41,25.58,15.84,2.68
ANCASH,HUARMEY,2024,12,23.42,2.73,12.66,81.09,20.67,26.23,17.03,2.87
ANCASH,HUARMEY,2025,1,24.46,1.98,13.55,80.86,21.82,27.07,18.11,2.42
ANCASH,HUARMEY,2025,2,23.65,5.64,14.78,83.21,22.72,28.52,19.55,1.99
ANCASH,HUARMEY,2025,3,22.54,3.46,14.51,81.45,22.76,27.81,19.34,2.12
ANCASH,HUARMEY,2025,4,21.74,3.45,13.31,83.77,20.88,26.36,17.09,2.44
ANCASH,HUARMEY,2025,5,13.17,2.24,12.42,81.11,20.34,24.9,16.46,2.54
ANCASH,HUARMEY,2025,6,10.28,2.69,12.06,81.1,19.91,24.75,15.38,3.05
ANCASH,HUARMEY,2025,7,10.86,0.02,10.98,72.82,20.2,26.13,15.93,2.85
ANCASH,HUARMEY,2025,8,13.36,0.01,10.42,72.26,19.55,25.52,14.62,3.18
ANCASH,HUARMEY,2025,9,14.69,0.69,10.52,71.74,19.76,25.0,15.53,3.1
ANCASH,HUARMEY,2025,10,18.48,2.5,10.94,74.09,19.85,27.4,15.37,2.95
ANCASH,HUARMEY,2025,11,22.3,0.85,11.18,74.12,20.27,26.54,15.34,2.84
ANCASH,HUARMEY,2025,12,22.3,0.02,11.58,74.36,20.83,26.85,15.93,2.68
ANCASH,HUAYLAS,2021,1,15.43,0.22,10.1,68.34,16.97,26.59,11.55,2.0
ANCASH,HUAYLAS,2021,2,18.89,0.07,9.73,63.7,17.57,26.38,11.74,2.06
ANCASH,HUAYLAS,2021,3,15.63,0.37,10.28,71.06,16.6,27.03,11.06,1.98
ANCASH,HUAYLAS,2021,4,16.64,0.17,9.71,61.87,18.14,27.65,12.33,1.96
ANCASH,HUAYLAS,2021,5,16.85,0.05,8.51,54.59,18.28,28.38,11.46,1.94
ANCASH,HUAYLAS,2021,6,16.34,0.06,8.22,54.48,17.76,27.25,10.91,1.86
ANCASH,HUAYLAS,2021,7,18.91,0.04,7.41,48.5,18.27,28.82,8.93,1.93
ANCASH,HUAYLAS,2021,8,17.95,0.07,7.47,48.08,18.43,28.44,9.85,2.06
ANCASH,HUAYLAS,2021,9,17.73,0.1,7.92,47.37,19.37,28.72,11.81,2.11
ANCASH,HUAYLAS,2021,10,18.04,0.17,8.53,51.49,18.98,29.41,11.84,2.24
ANCASH,HUAYLAS,2021,11,16.34,0.21,8.06,53.29,17.57,26.7,11.25,2.35
ANCASH,HUAYLAS,2021,12,18.27,0.29,9.31,62.24,17.33,26.62,10.6,2.22
ANCASH,HUAYLAS,2022,1,18.1,0.12,9.92,68.75,16.73,27.28,10.62,2.25
ANCASH,HUAYLAS,2022,2,15.45,0.29,10.07,71.14,16.3,25.21,10.91,2.22
ANCASH,HUAYLAS,2022,3,14.66,0.34,10.43,70.84,16.84,26.62,11.91,2.03
ANCASH,HUAYLAS,2022,4,16.64,0.25,9.38,61.22,17.8,27.76,11.65,2.02
ANCASH,HUAYLAS,2022,5,16.46,0.31,8.04,49.48,18.72,27.91,11.75,1.88
ANCASH,HUAYLAS,2022,6,17.42,0.06,7.12,48.7,17.23,26.53,8.79,1.88
ANCASH,HUAYLAS,2022,7,18.71,0.05,6.98,45.64,18.19,28.22,9.0,1.96
ANCASH,HUAYLAS,2022,8,18.61,0.05,6.98,43.28,18.85,28.02,10.43,2.08
ANCASH,HUAYLAS,2022,9,17.46,0.13,7.11,43.14,19.19,29.59,11.21,2.14
ANCASH,HUAYLAS,2022,10,19.1,0.07,6.38,39.11,18.73,28.72,10.83,2.33
ANCASH,HUAYLAS,2022,11,20.68,0.07,7.97,51.63,18.02,28.42,10.26,2.34
ANCASH,HUAYLAS,2022,12,17.81,0.16,9.58,66.34,16.72,26.7,10.14,2.19
ANCASH,HUAYLAS,2023,1,15.79,0.3,9.82,68.61,16.5,25.28,11.52,2.14
ANCASH,HUAYLAS,2023,2,16.37,0.28,10.82,71.89,17.2,26.61,12.09,2.17
ANCASH,HUAYLAS,2023,3,15.25,1.63,11.15,76.31,16.69,27.16,11.81,1.92
ANCASH,HUAYLAS,2023,4,15.9,0.12,11.9,79.7,17.05,26.19,10.98,2.01
ANCASH,HUAYLAS,2023,5,16.06,0.06,10.61,66.86,18.46,27.95,11.21,1.97
ANCASH,HUAYLAS,2023,6,19.38,0.03,8.99,58.11,18.36,28.51,10.66,1.93
ANCASH,HUAYLAS,2023,7,20.28,0.01,8.97,56.99,18.74,28.94,10.9,1.94
ANCASH,HUAYLAS,2023,8,20.23,0.04,8.92,55.15,18.95,29.73,11.33,2.09
ANCASH,HUAYLAS,2023,9,16.75,0.03,9.19,53.16,19.84,29.22,12.54,2.11
ANCASH,HUAYLAS,2023,10,15.59,0.09,10.11,61.12,18.99,29.46,12.14,2.22
ANCASH,HUAYLAS,2023,11,16.32,0.09,9.35,56.93,18.8,28.89,11.52,2.27
ANCASH,HUAYLAS,2023,12,15.16,0.53,10.77,66.63,18.54,29.04,12.06,2.14
ANCASH,HUAYLAS,2024,1,16.55,0.12,11.6,70.68,18.76,28.72,12.79,2.33
ANCASH,HUAYLAS,2024,2,17.43,0.08,11.92,73.04,18.61,28.74,12.33,2.31
ANCASH,HUAYLAS,2024,3,16.27,0.4,11.16,67.25,18.91,29.45,13.72,2.05
ANCASH,HUAYLAS,2024,4,15.94,0.11,11.01,68.87,18.33,27.68,12.27,2.07
ANCASH,HUAYLAS,2024,5,17.84,0.17,9.15,52.78,19.9,29.62,12.55,1.92
ANCASH,HUAYLAS,2024,6,17.31,0.03,7.9,48.7,18.95,29.97,11.17,1.93
ANCASH,HUAYLAS,2024,7,19.08,0.05,7.1,42.79,19.44,30.21,7.79,1.89
ANCASH,HUAYLAS,2024,8,17.99,0.01,7.32,43.65,19.37,29.66,11.53,2.01
ANCASH,HUAYLAS,2024,9,15.31,0.32,7.97,44.0,20.62,30.8,12.81,1.98
ANCASH,HUAYLAS,2024,10,17.63,0.48,8.51,48.95,19.85,30.11,12.21,2.09
ANCASH,HUAYLAS,2024,11,16.86,1.68,9.58,64.35,17.15,26.86,10.76,2.14
ANCASH,HUAYLAS,2024,12,16.13,2.33,11.06,74.77,16.93,26.45,11.4,2.02
ANCASH,HUAYLAS,2025,1,15.63,1.67,11.05,75.6,16.68,24.83,10.72,2.01
ANCASH,HUAYLAS,2025,2,14.69,4.45,11.77,80.98,16.46,24.42,12.34,1.92
ANCASH,HUAYLAS,2025,3,14.42,4.53,11.66,78.08,16.92,25.03,12.02,1.78
ANCASH,HUAYLAS,2025,4,15.25,2.4,11.77,77.54,17.21,25.77,11.64,1.6
ANCASH,HUAYLAS,2025,5,15.97,1.98,10.94,70.05,17.9,27.09,12.28,1.58
ANCASH,HUAYLAS,2025,6,15.83,2.55,10.07,69.56,16.84,26.16,8.96,1.59
ANCASH,HUAYLAS,2025,7,19.07,0.02,8.3,55.21,17.8,27.39,6.92,1.68
ANCASH,HUAYLAS,2025,8,18.78,0.02,8.75,55.04,18.58,28.43,11.93,1.83
ANCASH,HUAYLAS,2025,9,16.26,0.61,8.91,52.38,19.5,28.86,13.27,1.95
ANCASH,HUAYLAS,2025,10,16.71,2.72,9.91,62.93,18.09,27.21,12.4,1.88
ANCASH,HUAYLAS,2025,11,17.64,0.8,9.66,63.04,17.67,27.48,11.41,1.98
ANCASH,HUAYLAS,2025,12,17.64,0.03,8.27,56.97,16.97,27.49,10.84,2.37
ANCASH,SANTA,2021,1,22.82,0.13,13.81,83.52,22.01,25.35,19.08,2.18
ANCASH,SANTA,2021,2,23.41,0.02,14.08,79.29,23.23,27.92,19.6,2.13
ANCASH,SANTA,2021,3,22.51,0.13,14.4,78.06,23.87,27.92,20.16,2.34
ANCASH,SANTA,2021,4,20.01,0.04,12.93,86.64,20.33,25.02,16.88,3.18
ANCASH,SANTA,2021,5,15.3,0.01,12.28,87.61,19.39,22.29,16.97,3.56
ANCASH,SANTA,2021,6,11.72,0.01,12.1,88.34,19.03,22.36,16.73,3.61
ANCASH,SANTA,2021,7,12.5,0.0,11.71,87.65,18.64,21.3,16.33,4.32
ANCASH,SANTA,2021,8,13.65,0.03,11.12,87.25,17.88,21.22,15.35,4.19
ANCASH,SANTA,2021,9,15.75,0.02,10.49,87.76,16.86,19.61,14.45,4.22
ANCASH,SANTA,2021,10,20.13,0.09,10.51,86.78,17.06,19.81,14.86,3.59
ANCASH,SANTA,2021,11,21.52,0.07,11.32,85.96,18.4,21.79,15.63,3.0
ANCASH,SANTA,2021,12,23.7,0.06,12.22,85.14,19.76,23.46,17.06,2.89
ANCASH,SANTA,2022,1,22.34,0.04,13.61,84.94,21.53,25.07,18.64,2.86
ANCASH,SANTA,2022,2,20.7,0.13,13.66,82.67,22.03,25.92,19.16,2.7
ANCASH,SANTA,2022,3,21.66,0.15,13.42,78.67,22.58,27.05,18.88,2.59
ANCASH,SANTA,2022,4,18.17,0.17,12.34,86.4,19.64,23.76,16.66,3.35
ANCASH,SANTA,2022,5,18.49,0.14,11.39,88.51,18.01,21.26,15.12,2.85
ANCASH,SANTA,2022,6,15.88,0.01,10.92,89.24,17.24,20.51,14.55,3.19
ANCASH,SANTA,2022,7,14.32,0.02,10.74,89.6,16.91,20.28,14.4,3.59
ANCASH,SANTA,2022,8,14.53,0.01,10.47,88.77,16.66,19.76,14.38,3.65
ANCASH,SANTA,2022,9,15.97,0.06,10.21,87.72,16.47,19.51,13.77,3.82
ANCASH,SANTA,2022,10,20.42,0.01,9.99,85.61,16.53,21.17,13.08,3.32
ANCASH,SANTA,2022,11,21.22,0.01,11.3,85.75,18.39,22.76,14.87,2.96
ANCASH,SANTA,2022,12,22.56,0.03,13.03,85.98,20.59,24.91,17.27,2.85
ANCASH,SANTA,2023,1,21.72,0.21,13.35,81.75,21.83,26.31,18.71,2.15
ANCASH,SANTA,2023,2,20.95,0.17,15.12,81.85,23.83,27.95,20.62,2.56
ANCASH,SANTA,2023,3,21.05,0.66,16.17,80.21,25.29,29.31,21.62,2.51
ANCASH,SANTA,2023,4,19.86,0.07,16.85,82.51,25.47,30.28,22.34,3.15
ANCASH,SANTA,2023,5,16.56,0.03,15.3,84.74,23.45,26.12,21.34,3.45
ANCASH,SANTA,2023,6,15.41,0.0,14.48,85.01,22.52,25.47,20.05,4.21
ANCASH,SANTA,2023,7,14.17,0.0,14.05,84.63,22.1,25.07,19.7,4.43
ANCASH,SANTA,2023,8,16.21,0.0,13.54,85.41,21.35,24.62,18.6,4.05
ANCASH,SANTA,2023,9,20.47,0.0,12.96,85.68,20.59,23.87,18.28,4.06
ANCASH,SANTA,2023,10,20.82,0.07,12.69,86.35,20.11,23.42,17.93,3.56
ANCASH,SANTA,2023,11,21.63,0.04,12.77,84.77,20.53,24.08,17.8,3.28
ANCASH,SANTA,2023,12,22.7,0.17,13.97,86.13,21.68,25.77,19.09,3.2
ANCASH,SANTA,2024,1,22.83,0.06,15.8,85.89,23.72,27.34,21.31,3.22
ANCASH,SANTA,2024,2,22.9,0.04,16.77,84.27,25.05,28.99,21.96,2.9
ANCASH,SANTA,2024,3,22.1,0.15,15.48,83.52,23.89,27.19,21.2,2.88
ANCASH,SANTA,2024,4,19.79,0.06,14.1,84.91,22.08,25.42,18.99,2.73
ANCASH,SANTA,2024,5,14.57,0.03,12.45,87.98,19.51,23.56,16.43,3.53
ANCASH,SANTA,2024,6,13.71,0.01,11.77,87.96,18.64,22.0,16.57,3.08
ANCASH,SANTA,2024,7,12.89,0.0,11.43,88.25,18.12,21.66,15.6,3.63
ANCASH,SANTA,2024,8,13.52,0.0,11.07,87.91,17.7,21.08,15.34,3.48
ANCASH,SANTA,2024,9,13.9,0.09,10.92,88.67,17.31,22.13,14.9,3.35
ANCASH,SANTA,2024,10,19.48,0.13,11.42,86.21,18.47,22.35,15.77,3.19
ANCASH,SANTA,2024,11,21.31,0.58,12.19,85.95,19.57,23.22,16.75,2.65
ANCASH,SANTA,2024,12,22.69,0.8,13.02,87.66,20.27,23.31,18.06,2.71
ANCASH,SANTA,2025,1,22.99,0.69,13.95,85.58,21.79,25.1,19.22,2.41
ANCASH,SANTA,2025,2,21.9,1.68,15.64,85.63,23.63,27.93,20.98,2.08
ANCASH,SANTA,2025,3,21.15,2.03,15.26,83.8,23.59,27.72,20.64,2.35
ANCASH,SANTA,2025,4,20.63,0.82,13.73,87.09,21.23,24.66,18.81,2.76
ANCASH,SANTA,2025,5,15.53,0.64,12.94,89.21,19.9,22.96,17.54,3.14
ANCASH,SANTA,2025,6,11.95,1.41,12.76,88.9,19.75,22.96,17.73,3.92
ANCASH,SANTA,2025,7,14.21,0.0,12.08,89.67,18.75,22.2,16.49,3.67
ANCASH,SANTA,2025,8,15.34,0.0,11.49,88.33,18.2,21.23,15.66,3.92
ANCASH,SANTA,2025,9,18.02,0.17,11.14,88.53,17.67,20.42,15.45,3.53
ANCASH,SANTA,2025,10,21.46,1.03,11.46,87.91,18.19,21.47,15.72,3.14
ANCASH,SANTA,2025,11,23.66,0.37,11.88,86.83,18.99,22.8,16.29,2.83
ANCASH,SANTA,2025,12,23.66,0.01,12.4,83.0,20.43,24.11,17.48,2.51
APURIMAC,ABANCAY,2021,1,17.71,4.32,10.24,84.95,11.36,18.06,2.11,1.28
APURIMAC,ABANCAY,2021,2,18.2,3.55,10.17,82.95,11.72,19.07,4.89,1.18
APURIMAC,ABANCAY,2021,3,16.69,3.55,10.01,84.94,11.06,18.88,1.66,1.16
APURIMAC,ABANCAY,2021,4,17.03,2.41,10.0,83.99,11.32,18.02,4.76,1.08
APURIMAC,ABANCAY,2021,5,17.68,0.07,9.21,79.89,11.01,18.65,2.22,1.05
APURIMAC,ABANCAY,2021,6,17.11,0.06,8.69,75.85,11.17,19.64,3.5,1.11
APURIMAC,ABANCAY,2021,7,19.05,0.0,7.62,67.8,11.39,21.2,3.93,1.32
APURIMAC,ABANCAY,2021,8,19.5,0.02,7.92,66.18,12.23,22.82,4.35,1.53
APURIMAC,ABANCAY,2021,9,18.19,0.38,8.57,67.34,13.0,22.99,4.16,1.73
APURIMAC,ABANCAY,2021,10,20.44,1.41,9.13,68.5,13.62,26.74,3.86,1.63
APURIMAC,ABANCAY,2021,11,18.0,2.31,9.26,71.65,12.94,24.18,4.0,1.5
APURIMAC,ABANCAY,2021,12,18.56,1.79,9.69,74.38,12.93,23.36,4.16,1.4
APURIMAC,ABANCAY,2022,1,17.88,4.48,9.67,76.11,12.61,24.56,3.27,1.45
APURIMAC,ABANCAY,2022,2,16.75,13.63,10.15,83.97,11.51,18.44,2.76,1.25
APURIMAC,ABANCAY,2022,3,17.73,3.94,10.3,85.45,11.41,18.36,2.36,1.19
APURIMAC,ABANCAY,2022,4,18.2,1.59,10.33,84.67,11.67,18.25,3.82,1.07
APURIMAC,ABANCAY,2022,5,17.59,0.11,9.44,82.29,10.86,17.9,3.92,1.04
APURIMAC,ABANCAY,2022,6,18.03,0.03,7.98,73.65,10.47,20.55,1.64,1.17
APURIMAC,ABANCAY,2022,7,18.55,0.08,8.48,71.42,12.0,22.09,5.68,1.23
APURIMAC,ABANCAY,2022,8,18.83,0.11,7.83,66.29,12.02,22.46,2.35,1.47
APURIMAC,ABANCAY,2022,9,20.69,0.19,8.53,66.57,13.24,24.09,3.36,1.69
APURIMAC,ABANCAY,2022,10,22.62,0.01,8.55,62.27,14.58,26.89,7.09,1.94
APURIMAC,ABANCAY,2022,11,22.88,0.49,8.34,61.95,14.14,26.51,3.7,1.92
APURIMAC,ABANCAY,2022,12,18.42,2.31,8.95,70.27,12.77,24.11,3.12,1.61
APURIMAC,ABANCAY,2023,1,18.47,2.14,9.4,73.67,12.68,22.12,5.07,1.59
APURIMAC,ABANCAY,2023,2,17.27,3.85,9.88,80.08,11.97,20.21,4.58,1.39
APURIMAC,ABANCAY,2023,3,16.63,1.32,9.77,78.38,12.18,20.88,4.82,1.44
APURIMAC,ABANCAY,2023,4,17.51,0.91,9.59,75.34,12.69,21.94,3.85,1.29
APURIMAC,ABANCAY,2023,5,15.93,0.67,9.03,73.49,12.33,22.4,3.73,1.22
APURIMAC,ABANCAY,2023,6,19.1,0.0,8.09,68.32,12.18,22.55,4.37,1.28
APURIMAC,ABANCAY,2023,7,19.13,0.0,8.28,66.67,13.02,23.06,6.7,1.42
APURIMAC,ABANCAY,2023,8,19.51,0.08,8.52,66.42,13.34,24.77,4.74,1.65
APURIMAC,ABANCAY,2023,9,18.75,0.59,8.74,67.11,13.26,24.49,3.47,1.63
APURIMAC,ABANCAY,2023,10,19.29,0.68,9.7,69.02,14.38,24.44,3.45,1.82
APURIMAC,ABANCAY,2023,11,18.44,1.58,9.86,70.79,14.13,24.89,5.66,1.79
APURIMAC,ABANCAY,2023,12,18.55,3.3,10.47,76.29,13.73,22.59,5.48,1.47
APURIMAC,ABANCAY,2024,1,17.22,2.31,10.61,77.19,13.69,23.04,4.89,1.49
APURIMAC,ABANCAY,2024,2,17.09,4.03,10.49,78.4,13.33,21.96,7.24,1.43
APURIMAC,ABANCAY,2024,3,15.89,2.26,10.79,80.25,13.33,21.56,7.15,1.34
APURIMAC,ABANCAY,2024,4,17.51,0.82,10.47,78.3,13.33,22.3,3.92,1.23
APURIMAC,ABANCAY,2024,5,17.63,0.38,9.54,72.86,13.3,22.57,4.29,1.18
APURIMAC,ABANCAY,2024,6,17.11,0.46,8.67,69.99,12.71,22.35,3.79,1.28
APURIMAC,ABANCAY,2024,7,19.23,0.04,7.76,66.61,11.93,21.77,2.04,1.42
APURIMAC,ABANCAY,2024,8,19.98,0.01,7.82,64.22,12.66,24.62,2.25,1.6
APURIMAC,ABANCAY,2024,9,18.18,0.38,8.71,66.42,13.65,24.24,2.66,1.73
APURIMAC,ABANCAY,2024,10,19.66,0.53,9.3,67.29,14.22,24.35,5.45,1.8
APURIMAC,ABANCAY,2024,11,18.38,4.43,9.54,72.75,13.14,25.25,4.35,1.56
APURIMAC,ABANCAY,2024,12,17.82,2.56,10.51,80.57,12.78,20.78,4.75,1.35
APURIMAC,ABANCAY,2025,1,16.91,3.9,10.43,81.89,12.42,20.62,7.31,1.46
APURIMAC,ABANCAY,2025,2,16.7,7.61,10.4,83.73,11.95,19.93,5.54,1.25
APURIMAC,ABANCAY,2025,3,15.35,4.46,10.58,86.04,11.74,18.95,4.9,1.18
APURIMAC,ABANCAY,2025,4,16.35,2.28,10.52,85.21,11.83,18.29,5.77,1.16
APURIMAC,ABANCAY,2025,5,16.35,0.81,10.03,83.87,11.47,18.85,6.47,1.11
APURIMAC,ABANCAY,2025,6,16.02,5.16,9.19,82.69,10.37,18.24,1.63,1.09
APURIMAC,ABANCAY,2025,7,19.04,0.09,8.26,77.35,10.04,18.82,3.51,1.19
